code,city_municipality,population,poverty_incidence_estimate,poverty_incidence_stderr,gini_estimate,gini_stderr,state
130654,La Unión (De Jipijapa),"1,927",0.57,0.05,0.25,0.01,Manabí
130656,Membrillal,"1,005",0.56,0.07,0.25,0.01,Manabí
130657,Pedro Pablo Gómez,"3,553",0.56,0.03,0.27,0.01,Manabí
130658,Puerto de Cayo,"3,380",0.45,0.04,0.26,0.01,Manabí
1307,Junín,"18,906",0.51,0.02,0.31,0.01,Manabí
130750,Junín,"18,906",0.51,0.02,0.31,0.01,Manabí
1308,Manta,"225,007",0.18,0.01,0.34,0.01,Manabí
130850,Manta,"219,679",0.18,0.01,0.34,0.01,Manabí
130851,San Lorenzo,"2,628",0.44,0.04,0.27,0.01,Manabí
130852,Santa Marianita (Boca de Pacoche),"2,700",0.39,0.05,0.27,0.01,Manabí
1309,Montecristi,"70,232",0.33,0.02,0.29,0.01,Manabí
130950,Montecristi,"67,780",0.33,0.03,0.29,0.01,Manabí
130952,La Pila,"2,452",0.41,0.05,0.24,0.01,Manabí
1310,Paján,"36,710",0.58,0.02,0.29,0.01,Manabí
131050,Paján,"12,245",0.46,0.02,0.31,0.01,Manabí
131051,Campozano (La Palma de Paján),"8,449",0.66,0.03,0.27,0.01,Manabí
131052,Cascol,"6,967",0.57,0.03,0.27,0.01,Manabí
131053,Guale,"3,922",0.66,0.03,0.26,0.01,Manabí
131054,Lascano,"5,127",0.68,0.03,0.28,0.01,Manabí
1311,Pichincha,"30,081",0.63,0.02,0.28,0.01,Manabí
131150,Pichincha,"17,372",0.60,0.02,0.29,0.01,Manabí
131151,Barraganete,"7,477",0.71,0.03,0.27,0.01,Manabí
131152,San Sebastián,"5,232",0.61,0.03,0.27,0.01,Manabí
1312,Rocafuerte,"33,407",0.44,0.02,0.31,0.01,Manabí
131250,Rocafuerte,"33,407",0.44,0.02,0.31,0.01,Manabí
1313,Santa Ana,"47,203",0.54,0.02,0.29,0.01,Manabí
131350,Santa Ana de Vuelta Larga,"22,265",0.46,0.02,0.30,0.01,Manabí
131351,Ayacucho,"7,378",0.53,0.03,0.27,0.01,Manabí
131352,Honorato Vásquez (Cab. en Vásquez),"5,870",0.64,0.03,0.27,0.01,Manabí
131353,La Unión (De Santa Ana),"6,392",0.66,0.02,0.26,0.01,Manabí
131355,San Pablo (Cab en Pueblo Nuevo),"5,298",0.65,0.03,0.28,0.01,Manabí
1314,Sucre,"56,645",0.39,0.01,0.31,0.01,Manabí
131450,Bahía de Caráquez,"25,698",0.32,0.02,0.33,0.01,Manabí
131453,Charapoto,"20,019",0.41,0.02,0.27,0.01,Manabí
131457,San Isidro,"10,928",0.52,0.02,0.29,0.01,Manabí
1315,Tosagua,"38,104",0.53,0.02,0.28,0.01,Manabí
131550,Tosagua,"28,073",0.52,0.02,0.29,0.01,Manabí
131551,Bachillero,"3,780",0.55,0.04,0.27,0.01,Manabí
131552,Angel Pedro Giler (La Estancilla),"6,251",0.55,0.04,0.25,0.01,Manabí
1316,24 de Mayo,"28,715",0.57,0.02,0.30,0.01,Manabí
131650,Sucre,"13,370",0.49,0.02,0.30,0.01,Manabí
131651,Bellavista,"4,891",0.63,0.03,0.28,0.01,Manabí
131652,Noboa,"6,502",0.65,0.03,0.28,0.01,Manabí
131653,Arq. Sixto Durán Ballen,"3,952",0.66,0.03,0.27,0.01,Manabí
1317,Pedernales,"54,625",0.54,0.02,0.31,0.01,Manabí
131750,Pedernales,"33,363",0.46,0.02,0.30,0.01,Manabí
131751,Cojimíes,"13,518",0.65,0.02,0.29,0.01,Manabí
131752,10 de Agosto,"5,194",0.69,0.03,0.28,0.01,Manabí
131753,Atahualpa,"2,550",0.70,0.04,0.25,0.01,Manabí
1318,Olmedo,"9,809",0.61,0.03,0.29,0.01,Manabí
131850,Olmedo,"9,809",0.61,0.03,0.29,0.01,Manabí
1319,Puerto López,"20,209",0.53,0.03,0.27,0.01,Manabí
131950,Puerto López,"10,754",0.51,0.03,0.27,0.01,Manabí
131951,Machalilla,"4,961",0.59,0.04,0.26,0.01,Manabí
131952,Salango,"4,494",0.54,0.04,0.26,0.01,Manabí
1320,Jama,"23,095",0.56,0.02,0.30,0.01,Manabí
132050,Jama,"23,095",0.56,0.02,0.30,0.01,Manabí
1321,Jaramijo,"18,236",0.54,0.03,0.27,0.01,Manabí
132150,Jaramijó,"18,236",0.54,0.03,0.27,0.01,Manabí
1322,San Vicente,"21,781",0.49,0.02,0.29,0.01,Manabí
132250,San Vicente,"15,064",0.44,0.02,0.30,0.01,Manabí
132251,Canoa,"6,717",0.59,0.02,0.27,0.01,Manabí
1401,Morona,"40,318",0.43,0.02,0.42,0.01,Morona Santiago
140150,Macas,"18,512",0.20,0.03,0.35,0.01,Morona Santiago
140151,Alshi (Cab. en 9 de Octubre)*,381,0.40,0.10,0.31,0.03,Morona Santiago
140153,General Proaño,"2,577",0.52,0.05,0.37,0.02,Morona Santiago
140156,San Isidro,782,0.55,0.07,0.36,0.03,Morona Santiago
140157,Sevilla Don Bosco,"13,311",0.70,0.03,0.38,0.02,Morona Santiago
140158,Sinaí,763,0.34,0.06,0.36,0.02,Morona Santiago
140160,Zuña (Zuñac),223,0.52,0.10,0.32,0.04,Morona Santiago
140162,Cuchaentza,"1,778",0.76,0.04,0.36,0.02,Morona Santiago
140164,Rio Blanco,"1,991",0.44,0.06,0.36,0.02,Morona Santiago
1402,Gualaquiza,"16,650",0.45,0.02,0.40,0.01,Morona Santiago
140250,Gualaquiza,"8,843",0.24,0.02,0.35,0.01,Morona Santiago
140251,Amazonas (Rosario de Cuyes),407,0.51,0.08,0.31,0.03,Morona Santiago
140252,Bermejos,223,0.64,0.09,0.31,0.03,Morona Santiago
140253,Bomboiza,"4,503",0.84,0.02,0.32,0.01,Morona Santiago
140254,Chiguinda,550,0.43,0.06,0.34,0.03,Morona Santiago
140255,El Rosario,608,0.49,0.07,0.31,0.02,Morona Santiago
140256,Nueva Tarqui,511,0.53,0.08,0.30,0.02,Morona Santiago
140257,San Miguel de Cuyes,184,0.47,0.09,0.32,0.04,Morona Santiago
140258,El Ideal,821,0.37,0.07,0.30,0.02,Morona Santiago
1403,Limón Indanza,"9,585",0.50,0.02,0.38,0.01,Morona Santiago
140350,General Leonidas Plaza G. (Limón),"4,008",0.22,0.04,0.30,0.01,Morona Santiago
140351,Indanza,"1,360",0.55,0.05,0.31,0.02,Morona Santiago
140353,San Antonio (Cab. en San Antonio Centro),"1,919",0.87,0.03,0.35,0.02,Morona Santiago
140356,San Miguel de Conchay,386,0.58,0.09,0.29,0.02,Morona Santiago
140357,Santa Susana de Chiviaza (Cab. en Chiviaza),914,0.59,0.05,0.37,0.02,Morona Santiago
140358,Yunganza (Cab. en El Rosario),998,0.70,0.05,0.32,0.02,Morona Santiago
1404,Palora,"6,917",0.49,0.02,0.43,0.02,Morona Santiago
140450,Palora,"3,933",0.23,0.02,0.33,0.01,Morona Santiago
140451,Arapicos,482,0.85,0.05,0.31,0.02,Morona Santiago
140452,Cumandá (Cab. en Colonia Agrícola Sevilla del Oro),345,0.82,0.05,0.34,0.03,Morona Santiago
140454,Sangay (Cab. en Nayamanaca),"1,170",0.80,0.04,0.33,0.02,Morona Santiago
140455,16 De Agosto,987,0.89,0.04,0.33,0.03,Morona Santiago
1405,Santiago,"8,957",0.55,0.02,0.41,0.01,Morona Santiago
140550,Santiago de Mendéz,"2,984",0.29,0.03,0.36,0.02,Morona Santiago
140551,Copal,479,0.38,0.09,0.31,0.02,Morona Santiago
140552,Chupianza,467,0.62,0.07,0.30,0.02,Morona Santiago
140553,Patuca,"1,820",0.72,0.03,0.36,0.02,Morona Santiago
140554,San Luis de el Acho (Cab. en el Acho),618,0.55,0.06,0.33,0.02,Morona Santiago
140556,Tayuza,"1,510",0.70,0.04,0.36,0.02,Morona Santiago
140557,San Francisco de Chinimbimi,"1,079",0.82,0.04,0.36,0.02,Morona Santiago
1406,Sucúa,"18,215",0.47,0.01,0.45,0.02,Morona Santiago
140650,Sucúa,"12,517",0.34,0.01,0.41,0.01,Morona Santiago
140651,Asunción,"1,903",0.94,0.02,0.29,0.01,Morona Santiago
140652,Huambi,"2,891",0.70,0.03,0.34,0.01,Morona Santiago
140655,Santa Marianita de Jesús,904,0.59,0.08,0.32,0.02,Morona Santiago
1407,Huamboya,"8,377",0.85,0.02,0.38,0.02,Morona Santiago
140750,Huamboya,"2,516",0.68,0.03,0.41,0.02,Morona Santiago
140751,Chiguaza,"5,861",0.92,0.02,0.32,0.02,Morona Santiago
1408,San Juan Bosco,"3,845",0.53,0.03,0.40,0.02,Morona Santiago
140850,San Juan Bosco,"2,130",0.31,0.04,0.32,0.02,Morona Santiago
140851,Pan de Azúcar,265,0.67,0.07,0.29,0.03,Morona Santiago
140852,San Carlos de Limón,777,0.96,0.02,0.32,0.04,Morona Santiago
140853,San Jacinto de Wakambeis,204,0.75,0.07,0.32,0.03,Morona Santiago
140854,Santiago de Pananza,469,0.68,0.07,0.32,0.02,Morona Santiago
1409,Taisha,"18,079",0.91,0.01,0.34,0.01,Morona Santiago
140950,Taisha,"5,680",0.86,0.02,0.39,0.02,Morona Santiago
140951,Huasaga (Cab en Wampuk),"1,509",0.92,0.02,0.30,0.02,Morona Santiago
140952,Macuma,"3,885",0.92,0.02,0.30,0.01,Morona Santiago
140953,Tuutinentza,"4,634",0.95,0.01,0.30,0.01,Morona Santiago
140954,Pumpuentsa,"2,371",0.93,0.02,0.31,0.02,Morona Santiago
1410,Logroño,"5,719",0.74,0.01,0.47,0.02,Morona Santiago
141050,Logroño,"2,049",0.35,0.03,0.35,0.02,Morona Santiago
141051,Yaupi,"1,777",0.95,0.01,0.32,0.03,Morona Santiago
141052,Shimpis,"1,893",0.96,0.02,0.28,0.02,Morona Santiago
1411,Pablo VI,"1,821",0.60,0.03,0.44,0.02,Morona Santiago
141150,Pablo VI,"1,821",0.60,0.03,0.44,0.02,Morona Santiago
1412,Tiwintza,"6,299",0.82,0.02,0.41,0.02,Morona Santiago
141250,Santiago,"4,104",0.81,0.02,0.43,0.02,Morona Santiago
141251,San José de Morona,"2,195",0.85,0.02,0.37,0.02,Morona Santiago
1501,Tena,"59,655",0.57,0.01,0.48,0.01,Napo
150150,Tena,"28,421",0.28,0.01,0.40,0.01,Napo
150151,Ahuano,"5,441",0.87,0.02,0.35,0.02,Napo
150153,Chontapunta,"6,432",0.95,0.01,0.30,0.01,Napo
150154,Pano,"1,392",0.77,0.04,0.33,0.02,Napo
150155,Puerto Misahualli,"5,050",0.77,0.02,0.39,0.02,Napo
150156,Puerto Napo,"5,350",0.71,0.02,0.41,0.02,Napo
150157,Talag,"2,735",0.94,0.02,0.31,0.02,Napo
150158,San Juan de Muyuna,"4,834",0.81,0.02,0.32,0.01,Napo
1503,Archidona,"24,725",0.74,0.01,0.44,0.01,Napo
150350,Archidona,"11,538",0.57,0.01,0.44,0.01,Napo
150352,Cotundo,"5,784",0.87,0.02,0.32,0.01,Napo
150354,San Pablo de Ushpayacu,"4,891",0.93,0.01,0.29,0.01,Napo
150356,Hatun Sumaku,"2,512",0.88,0.02,0.30,0.01,Napo
1504,El Chaco,"7,876",0.38,0.02,0.37,0.01,Napo
150450,El Chaco,"4,739",0.28,0.03,0.36,0.01,Napo
150451,Gonzalo Díaz de Pineda (El Bombón),535,0.53,0.08,0.32,0.02,Napo
150452,Linares,209,0.66,0.07,0.31,0.03,Napo
150453,Oyacachi,615,0.80,0.05,0.28,0.02,Napo
150454,Santa Rosa,"1,241",0.42,0.05,0.36,0.02,Napo
150455,Sardinas,537,0.37,0.06,0.36,0.02,Napo
1507,Quijos,"5,943",0.31,0.02,0.37,0.01,Napo
150750,Baeza,"1,946",0.22,0.03,0.36,0.01,Napo
150751,Cosanga,505,0.33,0.06,0.34,0.02,Napo
150752,Cuyuja,614,0.51,0.05,0.33,0.02,Napo
150753,Papallacta,696,0.43,0.05,0.35,0.02,Napo
150754,San Francisco de Borja (Virgilio Dávila),"2,143",0.28,0.03,0.35,0.01,Napo
150756,Sumaco,39,0.57,0.14,0.28,0.06,Napo
1509,Carlos Julio Arosemena Tola,"3,631",0.60,0.03,0.41,0.01,Napo
150950,Carlos Julio Arosemena Tola (Zatza-Yacu),"3,631",0.60,0.03,0.41,0.01,Napo
1601,Pastaza,"61,021",0.42,0.01,0.44,0.01,Pastaza
160150,Puyo,"36,065",0.20,0.01,0.37,0.01,Pastaza
160152,Canelos,"2,142",0.81,0.03,0.30,0.02,Pastaza
160154,10 de Agosto,"1,132",0.73,0.03,0.34,0.02,Pastaza
160155,Fátima,847,0.55,0.03,0.35,0.02,Pastaza
160156,Montalvo (Andoas),"3,592",0.86,0.02,0.31,0.02,Pastaza
160157,Pomona,225,0.60,0.07,0.30,0.03,Pastaza
160158,Río Corrientes,235,0.86,0.05,0.32,0.03,Pastaza
160159,Río Tigre,656,0.88,0.03,0.30,0.02,Pastaza
160161,Sarayacu,"2,538",0.86,0.02,0.32,0.02,Pastaza
160162,Simón Bolívar (Cab. en Mushullacta),"5,656",0.80,0.02,0.32,0.01,Pastaza
160163,Tarqui,"3,818",0.56,0.02,0.43,0.02,Pastaza
160164,Teniente Hugo Ortiz,"1,042",0.71,0.04,0.31,0.02,Pastaza
160165,Veracruz (Indillama) (Cab. en Indillama),"1,758",0.44,0.03,0.34,0.02,Pastaza
160166,El Triunfo,"1,315",0.67,0.03,0.31,0.01,Pastaza
1602,Mera,"11,000",0.35,0.01,0.40,0.01,Pastaza
160250,Mera,"1,521",0.34,0.03,0.36,0.02,Pastaza
160251,Madre Tierra,"1,572",0.74,0.02,0.37,0.02,Pastaza
160252,Shell,"7,907",0.27,0.01,0.38,0.01,Pastaza
1603,Santa Clara,"3,560",0.61,0.02,0.37,0.01,Pastaza
160350,Santa Clara,"2,825",0.58,0.02,0.38,0.01,Pastaza
160351,San José,735,0.74,0.04,0.32,0.02,Pastaza
1604,Arajuno,"6,486",0.81,0.02,0.33,0.01,Pastaza
160450,Arajuno,"3,801",0.77,0.02,0.34,0.01,Pastaza
160451,Curaray,"2,685",0.86,0.02,0.30,0.02,Pastaza
1701,Quito,"2,236,186",0.11,0.01,0.39,0.01,Pichincha
170150,Quito,"1,617,204",0.10,0.01,0.39,0.01,Pichincha
170151,Alangasí,"24,207",0.06,0.01,0.39,0.01,Pichincha
170152,Amaguaña,"31,057",0.13,0.01,0.32,0.01,Pichincha
170153,Atahualpa (Habaspamba),"1,894",0.32,0.05,0.30,0.01,Pichincha
170154,Calacalí,"3,893",0.32,0.04,0.31,0.01,Pichincha
170155,Calderón (Carapungo),"152,044",0.10,0.01,0.35,0.01,Pichincha
170156,Conocoto,"81,880",0.05,0.01,0.37,0.01,Pichincha
170157,Cumbayá,"31,394",0.04,0.01,0.40,0.01,Pichincha
170158,Chavezpamba,794,0.30,0.06,0.29,0.02,Pichincha
170159,Checa (Chilpa),"8,959",0.30,0.03,0.30,0.01,Pichincha
170160,El Quinche,"16,020",0.26,0.02,0.31,0.01,Pichincha
170161,Gualea,"2,024",0.46,0.07,0.28,0.01,Pichincha
170162,Guangopolo,"3,059",0.16,0.02,0.29,0.01,Pichincha
170163,Guayllabamba,"16,212",0.17,0.02,0.31,0.01,Pichincha
170164,La Merced,"8,368",0.16,0.02,0.34,0.01,Pichincha
170165,Llano Chico,"10,662",0.15,0.02,0.31,0.01,Pichincha
170166,Lloa,"1,483",0.48,0.06,0.29,0.01,Pichincha
170168,Nanegal,"2,626",0.55,0.05,0.29,0.01,Pichincha
170169,Nanegalito,"3,021",0.34,0.04,0.29,0.01,Pichincha
170170,Nayón,"15,597",0.07,0.01,0.44,0.01,Pichincha
170171,Nono,"1,732",0.50,0.06,0.29,0.01,Pichincha
170172,Pacto,"4,787",0.43,0.05,0.29,0.01,Pichincha
170174,Perucho,789,0.27,0.05,0.30,0.02,Pichincha
170175,Pifo,"16,618",0.23,0.02,0.33,0.01,Pichincha
170176,Pintag,"17,888",0.29,0.02,0.30,0.01,Pichincha
170177,Pomasqui,"28,901",0.06,0.01,0.39,0.01,Pichincha
170178,Puéllaro,"5,473",0.31,0.03,0.29,0.01,Pichincha
170179,Puembo,"13,578",0.14,0.02,0.35,0.01,Pichincha
170180,San Antonio,"32,308",0.18,0.01,0.37,0.01,Pichincha
170181,San José de Minas,"7,202",0.50,0.05,0.29,0.01,Pichincha
170183,Tababela,"2,823",0.14,0.02,0.32,0.01,Pichincha
170184,Tumbaco,"49,849",0.11,0.01,0.39,0.01,Pichincha
170185,Yaruquí,"17,823",0.23,0.02,0.31,0.01,Pichincha
170186,Zámbiza,"4,017",0.13,0.02,0.33,0.01,Pichincha
1702,Cayambe,"85,604",0.37,0.02,0.33,0.01,Pichincha
170250,Cayambe,"40,100",0.27,0.02,0.34,0.01,Pichincha
170251,Ascázubi,"5,037",0.19,0.03,0.29,0.01,Pichincha
170252,Cangahua,"16,049",0.56,0.04,0.30,0.01,Pichincha
170253,Olmedo (Pesillo),"6,743",0.56,0.05,0.27,0.01,Pichincha
170254,Otón,"2,749",0.45,0.04,0.29,0.01,Pichincha
170255,Santa Rosa de Cuzubamba,"4,147",0.33,0.04,0.28,0.01,Pichincha
170256,San José de Ayora,"10,779",0.40,0.03,0.30,0.01,Pichincha
1703,Mejía,"81,199",0.24,0.02,0.32,0.01,Pichincha
170350,Machachi,"27,585",0.17,0.02,0.31,0.01,Pichincha
170351,Aloag,"9,218",0.28,0.03,0.31,0.01,Pichincha
170352,Aloasí,"9,686",0.24,0.03,0.30,0.01,Pichincha
170353,Cutuglahua,"16,722",0.30,0.03,0.30,0.01,Pichincha
170354,El Chaupi,"1,443",0.41,0.06,0.29,0.01,Pichincha
170355,Manuel Cornejo Astorga (Tandapi),"3,632",0.64,0.06,0.27,0.01,Pichincha
170356,Tambillo,"8,306",0.17,0.03,0.31,0.01,Pichincha
170357,Uyumbicho,"4,607",0.10,0.02,0.31,0.01,Pichincha
1704,Pedro Moncayo,"32,979",0.38,0.03,0.30,0.01,Pichincha
170450,Tabacundo,"16,373",0.32,0.03,0.30,0.01,Pichincha
170451,La Esperanza,"3,982",0.42,0.04,0.28,0.01,Pichincha
170452,Malchinguí,"4,618",0.41,0.04,0.27,0.01,Pichincha
170453,Tocachi,"1,985",0.39,0.05,0.28,0.01,Pichincha
170454,Tupigachi,"6,021",0.48,0.05,0.28,0.01,Pichincha
1705,Rumiñahui,"85,748",0.10,0.01,0.37,0.01,Pichincha
170550,Sangolquí,"81,069",0.09,0.01,0.37,0.01,Pichincha
170551,Cotogchoa,"3,937",0.27,0.04,0.28,0.01,Pichincha
170552,Rumipamba,742,0.45,0.09,0.29,0.02,Pichincha
1707,San Miguel de Los Bancos,"17,093",0.42,0.04,0.31,0.01,Pichincha
170750,San Miguel de los Bancos,"13,486",0.43,0.04,0.30,0.01,Pichincha
170751,Mindo,"3,607",0.38,0.05,0.33,0.02,Pichincha
1708,Pedro Vicente Maldonado,"12,881",0.38,0.04,0.31,0.01,Pichincha
170850,Pedro Vicente Maldonado,"12,881",0.38,0.04,0.31,0.01,Pichincha
1709,Puerto Quito,"20,362",0.37,0.06,0.30,0.01,Pichincha
170950,Puerto Quito,"20,362",0.37,0.06,0.30,0.01,Pichincha
1801,Ambato,"327,335",0.23,0.01,0.38,0.01,Tungurahua
180150,Ambato,"176,963",0.11,0.01,0.35,0.01,Tungurahua
180151,Ambatillo,"5,230",0.43,0.02,0.31,0.01,Tungurahua
180152,Atahualpa (Chisalata),"10,175",0.21,0.02,0.34,0.01,Tungurahua
180153,Augusto N. Martinez (Mundugleo),"8,145",0.37,0.02,0.34,0.01,Tungurahua
180154,Constantino Fernández (Cab. en Cullitahua),"2,510",0.36,0.03,0.30,0.01,Tungurahua
180155,Huachi Grande,"10,546",0.27,0.02,0.34,0.01,Tungurahua
180156,Izamba,"14,469",0.23,0.02,0.35,0.01,Tungurahua
180157,Juan Benigno Vela,"7,415",0.43,0.02,0.29,0.01,Tungurahua
180158,Montalvo,"3,912",0.27,0.03,0.31,0.01,Tungurahua
180159,Pasa,"6,437",0.54,0.02,0.31,0.01,Tungurahua
180160,Picaigua,"8,264",0.32,0.02,0.30,0.01,Tungurahua
180161,Pilaguín (Pilahuín),"11,972",0.58,0.03,0.30,0.01,Tungurahua
180162,Quisapincha (Quizapincha),"12,847",0.54,0.02,0.32,0.01,Tungurahua
180163,San Bartolomé De Pinllog,"9,066",0.29,0.02,0.34,0.01,Tungurahua
180164,San Fernando (Pasa San Fernando),"2,460",0.56,0.03,0.31,0.01,Tungurahua
180165,Santa Rosa,"20,912",0.42,0.02,0.32,0.01,Tungurahua
180166,Totoras,"6,883",0.27,0.02,0.32,0.01,Tungurahua
180167,Cunchibamba,"4,473",0.31,0.03,0.31,0.01,Tungurahua
180168,Unamuncho,"4,656",0.36,0.03,0.31,0.01,Tungurahua
1802,Baños de Agua Santa,"19,561",0.15,0.02,0.34,0.01,Tungurahua
180250,Baños,"14,224",0.12,0.02,0.33,0.01,Tungurahua
180251,Lligua*,280,0.22,0.07,0.32,0.03,Tungurahua
180252,Río Negro,"1,244",0.23,0.03,0.32,0.01,Tungurahua
180253,Río Verde,"1,281",0.32,0.05,0.33,0.02,Tungurahua
180254,Ulba,"2,532",0.16,0.02,0.34,0.02,Tungurahua
1803,Cevallos,"8,121",0.27,0.03,0.32,0.01,Tungurahua
180350,Cevallos,"8,121",0.27,0.03,0.32,0.01,Tungurahua
1804,Mocha,"6,765",0.30,0.02,0.30,0.01,Tungurahua
180450,Mocha,"5,496",0.31,0.03,0.30,0.01,Tungurahua
180451,Pinguili,"1,269",0.29,0.04,0.29,0.01,Tungurahua
1805,Patate,"13,415",0.38,0.02,0.34,0.01,Tungurahua
180550,Patate,"8,088",0.27,0.02,0.33,0.01,Tungurahua
180551,El Triunfo,"1,576",0.56,0.04,0.30,0.01,Tungurahua
180552,Los Andes (Cab. en Poatug),"1,391",0.43,0.04,0.33,0.01,Tungurahua
180553,Sucre (Cab. en Sucre-Patate-Urco),"2,360",0.57,0.04,0.30,0.01,Tungurahua
1806,Quero,"19,139",0.44,0.02,0.31,0.01,Tungurahua
180650,Quero,"14,228",0.44,0.02,0.31,0.01,Tungurahua
180651,Rumipamba,"2,939",0.50,0.03,0.28,0.01,Tungurahua
180652,Yanayacu - Mochapata (Cab. en Yanayacu),"1,972",0.37,0.04,0.29,0.01,Tungurahua
1807,San Pedro de Pelileo,"56,172",0.41,0.02,0.33,0.01,Tungurahua
180750,Pelileo,"24,487",0.32,0.02,0.33,0.01,Tungurahua
180751,Benítez (Pachanlica),"2,183",0.31,0.03,0.30,0.01,Tungurahua
180752,Bolívar,"2,700",0.38,0.03,0.29,0.01,Tungurahua
180753,Cotaló,"1,837",0.48,0.04,0.29,0.01,Tungurahua
180754,Chiquicha (Cab. en Chiquicha Grande),"2,436",0.59,0.04,0.29,0.01,Tungurahua
180755,El Rosario (Rumichaca),"2,597",0.62,0.03,0.31,0.01,Tungurahua
180756,García Moreno (Chumaqui),"6,306",0.39,0.02,0.32,0.01,Tungurahua
180757,Guambaló (Huambaló),"7,801",0.45,0.02,0.29,0.01,Tungurahua
180758,Salasaca,"5,825",0.56,0.03,0.30,0.01,Tungurahua
1808,Santiago de Píllaro,"38,228",0.30,0.02,0.33,0.01,Tungurahua
180850,Píllaro,"13,310",0.19,0.02,0.34,0.01,Tungurahua
180851,Baquerizo Moreno*,277,0.20,0.06,0.29,0.03,Tungurahua
180852,Emilio María Terán (Rumipamba),"1,504",0.43,0.04,0.29,0.01,Tungurahua
180853,Marcos Espinel (Chacata),"2,334",0.26,0.03,0.29,0.01,Tungurahua
180854,Presidente Urbina (Chagrapamba-Patzucul),"2,792",0.25,0.03,0.29,0.01,Tungurahua
180855,San Andrés,"11,167",0.44,0.02,0.28,0.01,Tungurahua
180856,San José De Poalo,"1,872",0.40,0.03,0.29,0.01,Tungurahua
180857,San Miguelito,"4,972",0.28,0.02,0.31,0.01,Tungurahua
1809,Tisaleo,"12,116",0.38,0.02,0.30,0.01,Tungurahua
180950,Tisaleo,"10,810",0.39,0.02,0.30,0.01,Tungurahua
180951,Quinchicoto,"1,306",0.30,0.04,0.28,0.01,Tungurahua
1901,Zamora,"24,549",0.31,0.02,0.36,0.01,Zamora Chinchipe
190150,Zamora,"12,547",0.13,0.02,0.33,0.01,Zamora Chinchipe
190151,Cumbaratza,"4,401",0.46,0.03,0.31,0.01,Zamora Chinchipe
190152,Guadalupe,"2,850",0.47,0.03,0.31,0.01,Zamora Chinchipe
190153,Imbana (La Victoria de Imbana),"1,125",0.67,0.04,0.27,0.02,Zamora Chinchipe
190155,Sabanilla,576,0.69,0.05,0.27,0.02,Zamora Chinchipe
190156,Timbara,949,0.48,0.06,0.29,0.02,Zamora Chinchipe
190158,San Carlos de las Minas,"2,101",0.46,0.05,0.29,0.02,Zamora Chinchipe
1902,Chinchipe,"8,815",0.48,0.03,0.32,0.01,Zamora Chinchipe
190250,Zumba,"6,617",0.48,0.03,0.33,0.01,Zamora Chinchipe
190251,Chito,"1,228",0.50,0.05,0.27,0.02,Zamora Chinchipe
190252,El Chorro*,201,0.30,0.09,0.24,0.03,Zamora Chinchipe
190254,La Chonta,261,0.54,0.09,0.24,0.02,Zamora Chinchipe
190256,Pucapamba,92,0.56,0.10,0.29,0.05,Zamora Chinchipe
190259,San Andrés,416,0.48,0.08,0.26,0.02,Zamora Chinchipe
1903,Nangaritza,"5,164",0.60,0.03,0.33,0.01,Zamora Chinchipe
190350,Guayzimi,"2,574",0.51,0.03,0.34,0.01,Zamora Chinchipe
190351,Zurmi,"2,004",0.67,0.04,0.28,0.02,Zamora Chinchipe
190352,Nuevo Paraíso,586,0.75,0.04,0.31,0.02,Zamora Chinchipe
1904,Yacuambi,"5,814",0.59,0.03,0.31,0.01,Zamora Chinchipe
190450,28 de Mayo (San josé de Yacuambi),"3,132",0.57,0.03,0.34,0.02,Zamora Chinchipe
190451,La Paz,"2,043",0.58,0.04,0.27,0.01,Zamora Chinchipe
190452,Tutupali,639,0.67,0.06,0.28,0.02,Zamora Chinchipe
1905,Yantzaza,"18,443",0.42,0.02,0.34,0.01,Zamora Chinchipe
190550,Yanzatza,"12,340",0.34,0.02,0.34,0.01,Zamora Chinchipe
190551,Chicana,"2,661",0.47,0.04,0.28,0.01,Zamora Chinchipe
190553,Los Encuentros,"3,442",0.66,0.04,0.28,0.01,Zamora Chinchipe
1906,El Pangui,"8,616",0.47,0.02,0.33,0.01,Zamora Chinchipe
190650,El Pangui,"4,985",0.41,0.03,0.34,0.01,Zamora Chinchipe
190651,El Guisme,"1,604",0.65,0.04,0.27,0.01,Zamora Chinchipe
190652,Pachicutza,"1,290",0.43,0.04,0.29,0.02,Zamora Chinchipe
190653,Tundayme,737,0.55,0.04,0.32,0.02,Zamora Chinchipe
1907,Centinela del Condor,"6,404",0.46,0.03,0.31,0.01,Zamora Chinchipe
190750,Zumbi,"4,218",0.44,0.03,0.32,0.01,Zamora Chinchipe
190752,Triunfo-Dorado,904,0.58,0.04,0.31,0.02,Zamora Chinchipe
190753,Panguintza,"1,282",0.43,0.05,0.27,0.01,Zamora Chinchipe
1908,Palanda,"8,059",0.59,0.03,0.30,0.01,Zamora Chinchipe
190850,Palanda,"3,672",0.54,0.03,0.31,0.01,Zamora Chinchipe
190851,El Porvenir del Carmen,"1,484",0.70,0.04,0.25,0.02,Zamora Chinchipe
190852,San Francisco del Vergel,"1,318",0.71,0.05,0.24,0.02,Zamora Chinchipe
190853,Valladolid,"1,230",0.44,0.05,0.30,0.02,Zamora Chinchipe
190854,La Canela,355,0.62,0.09,0.24,0.02,Zamora Chinchipe
1909,Paquisha,"3,828",0.44,0.04,0.30,0.01,Zamora Chinchipe
